airline,source_city,destination_city,departure_time,arrival_time,stops,class,duration_min,days_left,price
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,750,44,7240
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,one,Economy,540,44,9272
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,570,44,8974
GO_FIRST,Chennai,Bangalore,Morning,Evening,one,Economy,490,44,10623
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,two_or_more,Economy,545,44,12209
Indigo,Chennai,Bangalore,Early_Morning,Early_Morning,zero,Economy,50,45,1443
Indigo,Chennai,Bangalore,Early_Morning,Morning,zero,Economy,50,45,1443
Indigo,Chennai,Bangalore,Morning,Morning,zero,Economy,50,45,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,45,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,45,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,55,45,1443
Indigo,Chennai,Bangalore,Morning,Afternoon,zero,Economy,60,45,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,45,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,45,1443
Indigo,Chennai,Bangalore,Night,Night,zero,Economy,65,45,1443
AirAsia,Chennai,Bangalore,Afternoon,Evening,zero,Economy,70,45,1443
AirAsia,Chennai,Bangalore,Night,Night,zero,Economy,70,45,1443
AirAsia,Chennai,Bangalore,Night,Late_Night,zero,Economy,75,45,1443
Air_India,Chennai,Bangalore,Evening,Morning,one,Economy,915,45,3342
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,730,45,3584
Air_India,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1020,45,3584
Air_India,Chennai,Bangalore,Afternoon,Morning,one,Economy,1215,45,3584
Air_India,Chennai,Bangalore,Early_Morning,Early_Morning,one,Economy,1535,45,3584
Air_India,Chennai,Bangalore,Afternoon,Evening,one,Economy,1655,45,3584
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1555,45,3668
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,825,45,3678
Indigo,Chennai,Bangalore,Evening,Night,one,Economy,215,45,3992
Indigo,Chennai,Bangalore,Afternoon,Night,one,Economy,510,45,3992
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,315,45,4755
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,405,45,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,480,45,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,505,45,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,570,45,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,620,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,645,45,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,670,45,4755
Vistara,Chennai,Bangalore,Night,Early_Morning,one,Economy,680,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,735,45,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,740,45,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,785,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,45,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,855,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,950,45,4755
Vistara,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1160,45,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1220,45,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1275,45,4755
Vistara,Chennai,Bangalore,Morning,Early_Morning,one,Economy,1325,45,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1335,45,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1365,45,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1385,45,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1465,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Early_Morning,one,Economy,1490,45,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1500,45,4755
Vistara,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1550,45,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1580,45,4755
GO_FIRST,Chennai,Bangalore,Afternoon,Evening,one,Economy,300,45,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Night,one,Economy,385,45,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,605,45,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,830,45,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,625,45,4612
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,645,45,4612
GO_FIRST,Chennai,Bangalore,Early_Morning,Evening,one,Economy,690,45,4612
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,595,45,5568
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,745,45,5924
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,720,45,5614
Air_India,Chennai,Bangalore,Evening,Early_Morning,one,Economy,765,45,5631
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,935,45,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1045,45,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1105,45,6161
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1380,45,5888
Air_India,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1605,45,5888
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,540,45,5950
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,640,45,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,730,45,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,600,45,6437
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,705,45,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,715,45,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,825,45,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,885,45,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,935,45,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,975,45,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1200,45,6437
Air_India,Chennai,Bangalore,Evening,Morning,one,Economy,955,45,6203
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,one,Economy,540,45,6588
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,605,45,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,610,45,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,45,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,840,45,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,1065,45,6308
Air_India,Chennai,Bangalore,Morning,Afternoon,one,Economy,1595,45,6308
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,800,45,6752
Air_India,Chennai,Bangalore,Evening,Night,one,Economy,415,45,6623
Air_India,Chennai,Bangalore,Evening,Afternoon,one,Economy,1170,45,6623
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,750,45,7240
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,two_or_more,Economy,535,45,8444
GO_FIRST,Chennai,Bangalore,Morning,Evening,one,Economy,580,45,9999
Indigo,Chennai,Bangalore,Early_Morning,Early_Morning,zero,Economy,50,46,1443
Indigo,Chennai,Bangalore,Early_Morning,Morning,zero,Economy,50,46,1443
Indigo,Chennai,Bangalore,Morning,Morning,zero,Economy,50,46,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,46,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,46,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,55,46,1443
Indigo,Chennai,Bangalore,Morning,Afternoon,zero,Economy,60,46,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,46,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,46,1443
Indigo,Chennai,Bangalore,Night,Night,zero,Economy,65,46,1443
AirAsia,Chennai,Bangalore,Afternoon,Evening,zero,Economy,70,46,1443
AirAsia,Chennai,Bangalore,Night,Night,zero,Economy,70,46,1443
AirAsia,Chennai,Bangalore,Night,Late_Night,zero,Economy,75,46,1443
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,825,46,3048
Air_India,Chennai,Bangalore,Afternoon,Evening,one,Economy,1655,46,3584
Indigo,Chennai,Bangalore,Evening,Night,one,Economy,215,46,3992
Indigo,Chennai,Bangalore,Afternoon,Night,one,Economy,510,46,3992
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,315,46,4755
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,405,46,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,480,46,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,505,46,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,570,46,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,620,46,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,645,46,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,670,46,4755
Vistara,Chennai,Bangalore,Night,Early_Morning,one,Economy,680,46,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,735,46,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,740,46,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,785,46,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,46,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,855,46,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,950,46,4755
Vistara,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1160,46,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1220,46,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1275,46,4755
Vistara,Chennai,Bangalore,Morning,Early_Morning,one,Economy,1325,46,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1335,46,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1365,46,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1385,46,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1465,46,4755
GO_FIRST,Chennai,Bangalore,Afternoon,Evening,one,Economy,300,46,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Night,one,Economy,385,46,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,605,46,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,830,46,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,625,46,4612
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,645,46,4612
GO_FIRST,Chennai,Bangalore,Early_Morning,Evening,one,Economy,690,46,4612
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,745,46,5294
Air_India,Chennai,Bangalore,Morning,Evening,one,Economy,2040,46,5012
Air_India,Chennai,Bangalore,Afternoon,Night,one,Economy,1880,46,5085
Air_India,Chennai,Bangalore,Evening,Evening,two_or_more,Economy,1400,46,5316
Air_India,Chennai,Bangalore,Afternoon,Night,one,Economy,1880,46,5400
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,595,46,5568
Air_India,Chennai,Bangalore,Afternoon,Night,one,Economy,1895,46,5600
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,935,46,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1045,46,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1105,46,6161
Air_India,Chennai,Bangalore,Evening,Morning,one,Economy,955,46,5888
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1380,46,5888
Air_India,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1605,46,5888
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,840,46,6077
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,640,46,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,730,46,6432
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1630,46,6084
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,600,46,6437
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,705,46,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,715,46,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,800,46,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,825,46,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,885,46,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,935,46,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,975,46,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1200,46,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1305,46,6437
Vistara,Chennai,Bangalore,Night,Afternoon,one,Economy,1170,46,6588
Air_India,Chennai,Bangalore,Evening,Night,one,Economy,415,46,6308
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,605,46,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,610,46,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,46,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,840,46,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,1065,46,6308
Air_India,Chennai,Bangalore,Evening,Afternoon,one,Economy,1145,46,6308
Air_India,Chennai,Bangalore,Morning,Afternoon,one,Economy,1570,46,6308
Air_India,Chennai,Bangalore,Evening,Morning,two_or_more,Economy,2430,46,6388
Air_India,Chennai,Bangalore,Evening,Night,two_or_more,Economy,1640,46,6644
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,750,46,7240
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1220,46,7240
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1380,46,7240
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,2070,46,7325
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,one,Economy,540,46,9272
GO_FIRST,Chennai,Bangalore,Morning,Evening,one,Economy,580,46,9999
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,two_or_more,Economy,535,46,12209
Indigo,Chennai,Bangalore,Early_Morning,Early_Morning,zero,Economy,50,47,1443
Indigo,Chennai,Bangalore,Early_Morning,Morning,zero,Economy,50,47,1443
Indigo,Chennai,Bangalore,Morning,Morning,zero,Economy,50,47,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,47,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,47,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,55,47,1443
Indigo,Chennai,Bangalore,Morning,Afternoon,zero,Economy,60,47,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,47,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,47,1443
Indigo,Chennai,Bangalore,Night,Night,zero,Economy,65,47,1443
AirAsia,Chennai,Bangalore,Afternoon,Evening,zero,Economy,70,47,1443
AirAsia,Chennai,Bangalore,Night,Night,zero,Economy,70,47,1443
AirAsia,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,75,47,1443
AirAsia,Chennai,Bangalore,Night,Late_Night,zero,Economy,75,47,1443
Air_India,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,60,47,1830
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,825,47,3048
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,730,47,3584
Air_India,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1020,47,3584
Air_India,Chennai,Bangalore,Afternoon,Morning,one,Economy,1215,47,3584
Air_India,Chennai,Bangalore,Early_Morning,Early_Morning,one,Economy,1535,47,3584
Air_India,Chennai,Bangalore,Afternoon,Evening,one,Economy,1655,47,3584
Indigo,Chennai,Bangalore,Evening,Night,one,Economy,215,47,3992
Indigo,Chennai,Bangalore,Afternoon,Night,one,Economy,510,47,3992
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,315,47,4755
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,405,47,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,480,47,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,505,47,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,570,47,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,620,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,645,47,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,670,47,4755
Vistara,Chennai,Bangalore,Night,Early_Morning,one,Economy,680,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,735,47,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,740,47,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,785,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,47,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,855,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,950,47,4755
Vistara,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1160,47,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1220,47,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1275,47,4755
Vistara,Chennai,Bangalore,Morning,Early_Morning,one,Economy,1325,47,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1335,47,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1365,47,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1385,47,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1465,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Early_Morning,one,Economy,1490,47,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1500,47,4755
Vistara,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1550,47,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1580,47,4755
GO_FIRST,Chennai,Bangalore,Afternoon,Night,one,Economy,385,47,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,605,47,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,830,47,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,625,47,4612
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,645,47,4612
GO_FIRST,Chennai,Bangalore,Early_Morning,Evening,one,Economy,690,47,4612
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,745,47,5294
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,720,47,5299
Air_India,Chennai,Bangalore,Evening,Morning,two_or_more,Economy,960,47,5316
Air_India,Chennai,Bangalore,Early_Morning,Afternoon,one,Economy,480,47,5568
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,935,47,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1045,47,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1105,47,6161
Air_India,Chennai,Bangalore,Evening,Morning,one,Economy,955,47,5888
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1380,47,5888
Air_India,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1605,47,5888
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,640,47,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,730,47,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,600,47,6437
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,705,47,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,715,47,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,800,47,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,825,47,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,885,47,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,935,47,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,975,47,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1200,47,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1305,47,6437
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,one,Economy,540,47,6588
Air_India,Chennai,Bangalore,Evening,Night,one,Economy,415,47,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,610,47,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,47,6308
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,840,47,6308
Air_India,Chennai,Bangalore,Early_Morning,Night,one,Economy,1065,47,6308
Air_India,Chennai,Bangalore,Evening,Afternoon,one,Economy,1170,47,6308
Air_India,Chennai,Bangalore,Evening,Evening,one,Economy,1395,47,6308
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,750,47,7240
Vistara,Chennai,Bangalore,Early_Morning,Afternoon,two_or_more,Economy,535,47,8444
GO_FIRST,Chennai,Bangalore,Morning,Evening,one,Economy,580,47,9999
Indigo,Chennai,Bangalore,Early_Morning,Early_Morning,zero,Economy,50,48,1443
Indigo,Chennai,Bangalore,Early_Morning,Morning,zero,Economy,50,48,1443
Indigo,Chennai,Bangalore,Morning,Morning,zero,Economy,50,48,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,48,1443
Indigo,Chennai,Bangalore,Afternoon,Afternoon,zero,Economy,55,48,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,55,48,1443
Indigo,Chennai,Bangalore,Morning,Afternoon,zero,Economy,60,48,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,48,1443
Indigo,Chennai,Bangalore,Evening,Evening,zero,Economy,60,48,1443
Indigo,Chennai,Bangalore,Night,Night,zero,Economy,65,48,1443
AirAsia,Chennai,Bangalore,Afternoon,Evening,zero,Economy,70,48,1443
AirAsia,Chennai,Bangalore,Night,Night,zero,Economy,70,48,1443
AirAsia,Chennai,Bangalore,Night,Late_Night,zero,Economy,75,48,1443
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1555,48,3038
Air_India,Chennai,Bangalore,Morning,Night,one,Economy,825,48,3048
Air_India,Chennai,Bangalore,Night,Morning,one,Economy,825,48,3342
Air_India,Chennai,Bangalore,Night,Night,one,Economy,1535,48,3353
Air_India,Chennai,Bangalore,Afternoon,Evening,one,Economy,1655,48,3584
Indigo,Chennai,Bangalore,Evening,Night,one,Economy,215,48,3992
Indigo,Chennai,Bangalore,Afternoon,Night,one,Economy,510,48,3992
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,315,48,4755
Vistara,Chennai,Bangalore,Afternoon,Evening,one,Economy,405,48,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,480,48,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,505,48,4755
Vistara,Chennai,Bangalore,Morning,Evening,one,Economy,570,48,4755
Vistara,Chennai,Bangalore,Afternoon,Night,one,Economy,620,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,645,48,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,670,48,4755
Vistara,Chennai,Bangalore,Night,Early_Morning,one,Economy,680,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Evening,one,Economy,735,48,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,740,48,4755
Vistara,Chennai,Bangalore,Morning,Night,one,Economy,785,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,835,48,4755
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,855,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Night,one,Economy,950,48,4755
Vistara,Chennai,Bangalore,Afternoon,Early_Morning,one,Economy,1160,48,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1220,48,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1275,48,4755
Vistara,Chennai,Bangalore,Morning,Early_Morning,one,Economy,1325,48,4755
Vistara,Chennai,Bangalore,Afternoon,Morning,one,Economy,1335,48,4755
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1365,48,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1385,48,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1465,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Early_Morning,one,Economy,1490,48,4755
Vistara,Chennai,Bangalore,Morning,Morning,one,Economy,1500,48,4755
Vistara,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1550,48,4755
Vistara,Chennai,Bangalore,Night,Night,one,Economy,1580,48,4755
GO_FIRST,Chennai,Bangalore,Afternoon,Evening,one,Economy,300,48,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Night,one,Economy,385,48,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,605,48,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,830,48,4445
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,625,48,4612
GO_FIRST,Chennai,Bangalore,Afternoon,Late_Night,one,Economy,645,48,4612
GO_FIRST,Chennai,Bangalore,Early_Morning,Evening,one,Economy,690,48,4835
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,745,48,5294
Air_India,Chennai,Bangalore,Early_Morning,Evening,one,Economy,595,48,5568
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,935,48,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1045,48,6161
Vistara,Chennai,Bangalore,Evening,Morning,one,Economy,1105,48,6161
Air_India,Chennai,Bangalore,Evening,Morning,one,Economy,955,48,5888
Air_India,Chennai,Bangalore,Morning,Morning,one,Economy,1380,48,5888
Air_India,Chennai,Bangalore,Early_Morning,Morning,one,Economy,1605,48,5888
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,640,48,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,730,48,6432
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,600,48,6437
Vistara,Chennai,Bangalore,Early_Morning,Evening,two_or_more,Economy,705,48,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,715,48,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,800,48,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,825,48,6437
Vistara,Chennai,Bangalore,Night,Morning,one,Economy,885,48,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,935,48,6437
Vistara,Chennai,Bangalore,Early_Morning,Night,two_or_more,Economy,975,48,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1200,48,6437
Vistara,Chennai,Bangalore,Night,Evening,one,Economy,1305,48,6437
Air_India,Chennai,Bangalore,Evening,Night,one,Economy,415,48,6308
