airline_idx,source_city_idx,destination_city_idx,departure_time_idx,arrival_time_idx,stops_idx,class_idx,duration_min,days_left,price
6,4,1,5,2,1,2,1.545107,1.1795052,5441
4,6,5,3,6,1,2,-0.93451345,0.2208726,5579
1,4,5,1,6,1,2,-0.7607083,0.2208726,2056
1,6,1,1,4,1,2,-0.37833688,-1.106465,5101
2,3,6,6,1,1,2,0.7687772,-1.032724,11900
6,1,6,3,2,1,2,0.2589487,1.0320233,6568
5,3,6,3,5,1,2,0.30529678,1.3269873,3371
6,6,2,6,6,1,2,1.545107,0.5895775,4348
4,2,6,3,3,3,2,-1.4327549,-1.180206,9032
6,1,6,2,1,1,2,-0.7838823,0.2208726,4792
2,1,5,1,6,1,1,-0.44785896,-0.29531422,60508
6,3,6,3,6,1,1,-0.9576875,-1.6226518,41281
2,5,6,2,3,1,1,-0.1697707,0.44209555,50271
4,1,5,5,3,1,2,-0.45944595,1.1057643,3393
3,6,4,2,1,1,2,-0.7722953,0.44209555,4325
4,3,2,1,6,1,2,-0.7027732,-0.59027815,3877
3,6,1,6,5,1,2,0.027208494,-0.5165372,5102
6,2,1,3,5,1,2,0.72242916,1.4744692,6161
3,1,2,3,2,1,2,-0.07707461,1.2532463,4687
6,5,2,6,6,1,1,1.614629,-1.032724,55983
6,5,4,5,3,1,1,-0.7607083,0.36835456,62255
5,5,1,3,6,1,2,2.0781095,1.0320233,6337
2,6,5,5,3,1,1,-0.5753161,0.29461357,45230
6,3,6,5,6,1,2,-0.0075525404,-0.66401917,6296
6,2,3,5,3,1,2,-0.30881482,0.8845414,5606
2,6,5,6,1,1,2,0.38640586,0.36835456,4556
2,1,6,2,6,1,2,0.58338505,-1.5489109,8697
6,4,1,6,5,1,2,0.28212273,-1.6963929,14264
6,3,2,3,6,3,2,-1.3052977,1.1795052,2300
6,1,2,3,3,1,2,1.8463693,-0.59027815,4672
1,5,2,6,6,3,2,-1.3284718,-1.106465,6490
6,3,2,1,5,2,2,1.3017797,-1.6963929,23377
6,3,4,5,6,1,2,-0.053900585,1.1795052,5761
6,3,2,3,5,1,2,0.52545,-0.59027815,5098
2,6,3,3,6,3,1,-1.3864068,0.95828235,22140
6,2,5,2,3,1,1,0.09673056,-0.59027815,54896
6,3,1,3,5,1,1,0.22418769,-1.327688,64969
2,6,3,1,3,1,2,1.9390653,-0.4427962,4547
2,4,3,5,5,1,2,1.521933,-0.59027815,6117
6,3,2,1,6,1,1,-0.64483815,1.6219511,57992
3,3,6,5,3,1,2,-0.71436024,-1.6226518,10549
2,1,6,5,3,1,1,-0.9692745,1.5482101,35241
2,2,5,3,1,1,2,1.2901927,-0.8115011,12596
6,2,4,6,6,2,2,1.6957382,1.1795052,6032
6,6,4,2,1,1,2,-0.9924485,-0.5165372,4656
2,6,1,6,1,1,1,0.8151252,-0.22157328,29094
1,3,2,5,1,1,2,-0.93451345,-0.3690552,1998
4,2,4,1,6,1,2,-0.6564252,1.4744692,1105
6,2,5,1,3,1,2,2.2403276,-0.00035033678,7081
6,3,4,2,1,1,2,-1.0387965,0.2208726,6172
6,2,6,5,3,1,1,-0.7375343,-1.6963929,99584
6,5,6,3,1,1,2,0.7803642,-1.6963929,12210
6,2,6,6,3,1,1,1.3597149,1.4744692,57393
2,3,2,3,2,1,2,0.3516448,0.95828235,3726
2,1,5,3,1,1,2,1.1743226,-0.8115011,11892
2,5,3,3,6,1,2,-0.79546934,-1.032724,13944
6,2,1,1,1,1,1,2.1244576,0.2208726,67706
6,2,5,2,3,1,1,-0.1697707,1.6219511,55377
6,5,2,6,6,1,1,1.614629,-0.66401917,55983
6,6,2,2,5,3,1,-1.4095808,1.6956921,23898
6,4,1,3,5,1,1,0.38640586,1.0320233,56702
6,6,4,2,6,1,1,0.4443409,0.44209555,60365
6,4,1,2,3,1,2,-0.030726561,0.8108004,7196
3,6,1,2,3,1,2,0.29370975,-0.8115011,5102
4,5,4,5,5,3,2,-1.3864068,0.1471316,3129
2,6,2,1,5,1,1,0.71084213,-0.00035033678,49613
3,5,6,1,6,1,2,-0.64483815,0.51583654,5888
6,2,4,6,3,1,1,1.475585,-1.6963929,72144
4,3,2,1,4,1,2,-0.100248635,-0.95898306,7950
6,2,6,2,1,1,2,-0.71436024,-0.5165372,4637
4,5,3,2,1,1,2,-0.7607083,-0.66401917,6489
2,6,3,6,3,1,1,1.3944758,-1.6963929,42781
6,4,6,5,3,1,2,-0.48262,0.7370594,5060
4,1,5,5,3,1,2,-0.32040182,0.8108004,5546
2,5,3,3,1,1,2,0.9194083,-1.4751699,13734
5,1,5,2,6,1,2,0.47910196,0.8845414,11018
6,6,2,5,5,3,1,-1.4095808,-1.253947,23898
6,2,6,5,6,1,2,0.0040344708,-0.59027815,6930
2,1,5,5,5,1,1,1.4408239,-0.95898306,60508
6,4,6,5,5,1,2,1.7073252,1.5482101,6593
6,5,3,6,3,1,1,1.521933,0.5895775,61583
5,6,5,3,6,3,2,-1.3168848,0.1471316,4715
6,4,3,2,6,1,2,0.2357747,-0.66401917,5823
2,6,2,6,5,1,2,-0.11183564,-0.074091315,5152
2,5,6,6,5,1,2,0.20101365,-0.5165372,5102
4,1,3,3,4,1,2,-0.8534044,1.6219511,4071
6,4,1,6,3,1,2,1.3133668,-1.180206,7927
6,1,4,5,2,1,1,1.545107,-1.327688,37985
6,3,5,1,3,3,1,-1.3979938,-1.6226518,27976
2,2,5,5,5,1,2,1.5103459,1.5482101,4784
1,4,6,1,4,1,2,-0.2740538,-0.95898306,4449
6,2,6,6,5,1,1,0.2589487,1.1057643,64113
4,6,3,4,2,3,2,-1.4095808,0.44209555,2738
2,6,1,5,4,1,2,0.27053574,-0.8115011,10703
6,3,5,5,3,1,2,-0.6795992,-0.95898306,13410
6,2,4,5,6,1,1,-0.2856408,-0.22157328,66779
6,3,2,1,6,1,2,-0.48262,0.8845414,4979
6,1,2,3,5,1,2,0.72242916,0.07339064,4792
1,1,3,2,1,1,2,-0.7375343,-0.22157328,3467
6,6,2,5,6,1,2,-0.19294472,-0.14783229,4249
6,3,2,1,6,2,2,-0.34357587,1.1795052,7490
4,2,3,3,6,1,2,-0.91133946,-0.8115011,7877
2,2,6,5,3,1,1,-0.54055506,1.6219511,49553
6,3,5,3,5,1,2,0.6529071,-1.4014289,14880
2,4,6,6,3,1,2,1.0236914,-1.327688,12249
6,1,5,5,3,1,1,-0.33198884,-0.3690552,62188
3,1,6,3,6,3,2,-1.467516,0.51583654,2201
6,3,6,3,3,3,1,-1.3748199,0.95828235,29992
6,4,2,3,6,1,2,2.3446107,1.6956921,4359
6,2,1,1,5,1,2,1.1279745,-1.032724,9105
6,4,1,5,3,1,1,-0.20453173,-0.8115011,38099
6,1,4,2,1,1,1,-0.9229264,-0.074091315,37985
3,3,1,3,4,1,2,-0.89975244,-0.59027815,4020
5,6,5,5,5,1,2,1.475585,-1.7701339,13371
2,4,6,5,3,1,2,2.3446107,-0.7377601,9075
6,5,6,2,6,1,2,0.47910196,-1.106465,11139
2,1,3,2,3,1,2,-0.100248635,1.2532463,4294
2,1,6,6,5,1,2,-0.01913955,-0.95898306,9277
2,6,3,5,6,1,1,-0.1697707,0.8108004,37888
6,3,6,2,5,3,1,-1.3864068,1.0320233,36712
2,5,4,3,5,2,2,0.6992551,0.51583654,8047
4,2,6,2,2,3,2,-1.4443419,0.5895775,3000
4,2,1,1,1,3,2,-1.537038,0.2208726,1654
6,3,1,6,2,1,2,-0.2856408,-0.14783229,4482
3,6,1,5,6,1,2,-0.100248635,-1.327688,5102
2,5,6,2,6,2,2,0.22418769,-0.95898306,11323
6,3,2,1,6,1,2,-0.2740538,-0.59027815,4979
2,4,6,5,3,1,2,2.42572,-0.14783229,6167
4,1,3,2,3,1,2,-0.1697707,-1.8438748,14051
6,4,6,5,5,3,2,-1.4906899,-0.4427962,3646
4,1,3,2,3,1,2,-0.44785896,0.66331846,5958
6,1,4,3,3,1,2,1.9274784,-0.5165372,6577
2,4,3,1,1,1,2,2.0317614,-0.66401917,5697
3,2,5,6,2,1,2,-0.52896804,0.5895775,7312
3,5,3,2,5,3,2,-1.3516458,0.29461357,3999
6,6,2,1,5,1,2,0.82671225,1.4744692,3998
3,4,6,2,5,1,2,-0.8070563,1.2532463,3423
3,6,1,1,6,1,2,-0.8418174,-1.032724,12873
2,4,1,6,5,1,1,-0.01913955,-0.59027815,56590
4,4,3,2,2,3,2,-1.3864068,0.7370594,2278
2,3,4,6,5,1,2,0.1430786,-0.5165372,6228
3,1,3,5,1,1,2,-0.64483815,-0.074091315,4028
6,2,1,1,2,1,2,0.9889304,-0.14783229,4755
6,2,4,5,6,1,2,-0.2856408,0.44209555,7709
6,2,5,5,3,1,2,-0.54055506,-0.8115011,16634
2,3,6,3,6,1,1,2.0781095,0.8108004,59033
2,2,3,1,6,1,1,-0.44785896,-0.66401917,62789
6,6,5,3,3,1,2,1.7884343,-0.66401917,6159
6,3,6,6,5,1,1,0.16625263,0.51583654,41281
4,3,5,2,5,1,2,-1.0040355,1.1795052,2482
6,4,3,6,1,1,2,0.39799288,-0.8852421,10018
4,2,4,5,1,1,2,-0.9692745,-0.66401917,3923
6,2,4,5,6,1,2,-0.0075525404,0.66331846,4401
6,3,6,5,6,1,1,0.21260066,-0.7377601,53164
2,2,6,6,3,1,2,1.0932136,-0.59027815,7733
4,3,1,1,6,1,2,-0.23929277,-1.4751699,10523
6,4,1,5,6,1,1,0.027208494,-0.66401917,38099
4,5,3,1,6,1,2,-1.0040355,0.5895775,4439
2,2,5,5,3,1,2,-0.41309792,1.4007282,5978
6,6,4,3,6,1,2,1.8811303,1.6956921,5959
2,2,6,6,6,1,2,1.7652602,-0.95898306,9141
2,5,4,2,6,1,1,0.18942665,-1.4751699,52063
6,1,4,6,1,1,1,0.4443409,0.1471316,74480
4,6,1,1,6,1,2,-0.7607083,-1.4751699,6017
2,4,2,6,5,1,1,-0.01913955,0.07339064,51595
6,4,3,6,5,1,1,-0.23929277,1.0320233,39555
3,5,3,2,3,1,2,-0.07707461,1.1795052,6324
4,1,3,2,3,1,2,-0.44785896,1.1795052,4071
2,6,5,2,6,1,1,0.29370975,-1.4751699,49725
2,3,6,5,3,1,2,-0.91133946,-0.22157328,9515
6,3,6,3,5,1,2,0.571798,-1.6226518,10575
6,1,4,2,6,1,1,0.51386297,0.8845414,56588
4,5,1,5,3,1,2,-0.37833688,0.07339064,6489
3,1,6,6,5,1,2,-0.13500966,-0.59027815,5177
6,3,5,3,5,1,1,0.51386297,1.6956921,75721
3,1,3,5,3,1,2,-0.517381,1.3269873,5696
6,5,2,2,6,1,1,0.11990458,1.4744692,55983
4,6,5,2,1,1,2,-0.7607083,-0.59027815,8705
4,6,4,5,1,1,2,-1.1083187,0.66331846,9986
2,3,1,1,3,1,2,2.1592185,-0.3690552,5504
3,4,3,6,4,3,2,-1.3748199,0.2208726,2276
4,4,2,2,2,3,2,-1.525451,1.2532463,1543
2,6,5,2,1,1,1,-0.505794,0.51583654,43165
2,1,3,3,1,1,2,0.6760811,1.1057643,4294
6,1,6,5,3,1,2,-0.8418174,-1.8438748,14150
3,5,3,3,4,1,2,-0.517381,0.2208726,6324
2,3,1,3,1,1,1,1.2322577,-0.22157328,35490
4,3,1,2,5,1,2,-0.9924485,1.1057643,4007
6,2,6,5,6,1,1,-0.4015109,0.7370594,64113
2,6,1,2,4,1,2,0.6876681,-1.032724,9201
6,2,1,6,5,1,1,0.015621481,-0.7377601,44144
2,6,1,3,5,1,2,0.37481883,-1.327688,9201
6,3,5,3,3,1,1,2.0781095,1.6219511,61049
2,3,2,5,2,1,1,1.4060628,-1.4751699,45257
6,4,5,6,5,1,2,0.10831757,-0.66401917,5960
6,6,2,2,6,1,1,0.28212273,1.6219511,49613
6,6,5,3,6,1,2,-0.9808615,1.4007282,6634
5,1,3,6,4,3,2,-1.3284718,-1.7701339,7803
6,3,6,5,6,1,1,0.050382517,0.29461357,41281
2,3,6,2,3,1,1,-0.1697707,-1.032724,59033
6,4,2,1,6,1,2,-0.4015109,1.1057643,4359
6,4,5,1,6,1,2,-0.4015109,0.8108004,6695
2,6,1,2,3,1,1,-0.13500966,-1.327688,44787
6,4,6,2,6,1,2,0.11990458,-1.253947,9178
6,4,5,1,3,1,2,2.1823926,-0.29531422,9079
6,6,3,1,6,1,1,-0.48262,-0.5165372,59021
6,5,3,6,3,1,1,1.2901927,0.1471316,66063
4,6,1,5,1,1,2,-1.0735576,0.36835456,7672
4,6,4,3,6,1,2,-0.91133946,-0.7377601,13554
2,3,5,2,2,1,1,1.5103459,0.8845414,57405
2,5,1,1,3,1,2,1.7420862,-1.6963929,17094
6,4,1,1,6,2,2,-0.72594726,0.7370594,6310
2,5,6,5,3,1,2,-0.9229264,1.5482101,4846
6,3,1,1,6,1,1,-0.6795992,1.1057643,54777
4,6,2,5,3,1,2,-0.9924485,-0.95898306,9881
6,4,2,3,5,1,1,0.560211,-1.106465,51707
2,6,5,2,1,1,1,-0.6680122,-0.66401917,49725
6,2,3,1,6,1,1,-0.23929277,-0.59027815,57920
4,6,5,2,1,1,2,-0.71436024,-0.14783229,6611
4,1,3,5,1,1,2,-0.8070563,1.5482101,4071
1,1,3,6,4,1,2,-1.0040355,-0.00035033678,2723
6,2,4,5,3,1,1,-0.83023036,1.2532463,51457
6,6,3,2,5,3,2,-1.4095808,0.44209555,2339
2,6,3,6,1,1,1,0.74560314,-0.4427962,41101
2,6,3,5,6,1,2,0.16625263,1.1795052,5219
6,4,5,5,5,1,1,1.3944758,1.2532463,52715
6,1,3,5,1,3,2,-1.3284718,0.8845414,4502
6,1,6,5,3,1,2,-0.8418174,-1.032724,11205
6,3,2,6,5,1,1,-0.0075525404,0.36835456,45672
5,5,4,5,1,1,2,-1.1894276,-0.66401917,6488
2,6,1,3,1,1,1,0.8730603,-0.7377601,54608
6,3,2,3,5,1,1,0.537037,-0.5165372,53512
3,1,4,6,4,3,2,-1.525451,0.1471316,1714
3,1,6,1,6,1,2,-0.8881654,0.36835456,7363
2,5,6,2,6,1,1,0.28212273,-0.3690552,50271
6,5,6,2,6,1,1,0.36323184,-0.4427962,70431
2,6,2,6,3,1,2,1.1627356,1.6956921,5220
6,2,3,5,3,1,2,2.576351,1.1795052,7639
6,6,2,2,6,1,1,0.28212273,0.95828235,49613
6,1,6,2,6,1,1,0.38640586,-0.66401917,74844
6,2,1,1,6,1,2,-0.2624668,1.0320233,4755
2,1,2,5,3,1,2,-0.505794,0.5895775,6024
6,4,6,2,6,1,2,0.27053574,-0.22157328,3571
6,3,1,1,3,1,1,-0.8070563,-0.8115011,54777
2,5,6,2,6,1,1,0.3284708,0.8108004,50271
5,5,2,6,6,3,2,-1.3864068,-1.4751699,6488
2,6,2,3,5,1,2,0.2357747,1.3269873,4417
6,3,1,5,6,1,1,-0.14659669,-1.327688,57129
6,5,2,5,6,1,1,-0.30881482,-0.66401917,55983
2,3,1,3,3,1,1,1.4292369,0.44209555,42457
2,5,6,1,5,1,2,1.3249538,-0.074091315,5102
6,3,5,3,5,1,2,0.51386297,-0.3690552,7904
6,3,6,3,5,1,2,0.46751493,-1.032724,12990
5,3,1,2,6,1,2,0.2357747,0.07339064,5619
6,1,2,2,3,1,2,-0.54055506,-1.106465,12454
4,6,1,5,3,1,2,-0.5869031,-1.032724,5103
2,1,3,2,3,1,1,-0.100248635,-0.8852421,42521
2,3,6,6,5,1,2,-0.2624668,1.1795052,5525
2,3,1,3,3,1,1,1.4292369,1.4007282,42457
6,4,5,6,5,1,2,-0.01913955,-1.180206,12524
2,1,3,2,6,1,1,0.4443409,0.95828235,35554
6,4,5,5,5,1,1,1.3944758,1.5482101,51819
5,5,2,6,2,1,2,-0.11183564,1.1057643,5195
2,3,2,2,5,1,1,2.1823926,1.1057643,45257
6,6,2,2,3,1,2,-0.2624668,-1.4014289,11129
6,4,6,2,3,1,1,-0.100248635,-1.7701339,78923
4,3,2,3,4,1,2,-0.7722953,-0.3690552,3349
6,2,1,2,3,1,2,-0.19294472,-1.4751699,20268
5,2,6,2,5,3,2,-1.4327549,1.1057643,3000
2,3,6,1,3,1,2,-0.81864333,-0.22157328,6019
6,4,1,5,3,1,1,-0.7722953,-1.6963929,85593
4,1,5,5,6,1,2,-0.4015109,0.66331846,3594
6,1,6,2,3,1,1,-0.21611875,0.7370594,67004
4,6,3,2,3,1,2,-0.3899239,0.29461357,2339
6,3,6,2,6,1,2,0.52545,-1.106465,13935
4,4,3,1,6,1,2,-0.552142,0.7370594,4431
2,5,3,5,6,1,2,0.015621481,-1.106465,9534
6,6,2,5,6,1,2,0.2473617,0.51583654,4249
2,2,4,5,6,1,1,0.20101365,0.44209555,51345
6,1,6,5,6,1,1,-0.34357587,-0.29531422,69244
6,6,5,1,3,1,2,-0.91133946,0.36835456,5949
6,3,6,1,6,1,2,-0.552142,1.6956921,5227
6,6,3,2,1,1,2,-0.7027732,1.1795052,6122
6,6,3,6,3,1,2,1.487172,-0.14783229,5445
6,3,1,5,3,1,2,-0.45944595,-1.032724,10680
6,6,4,2,1,1,2,-0.7838823,-1.4014289,10058
6,6,4,5,3,1,2,-0.3899239,1.5482101,4414
4,3,1,3,6,3,2,-1.2937107,1.3269873,4500
5,1,3,2,4,1,2,0.9773434,0.44209555,6423
1,5,1,6,5,1,2,-0.1697707,-0.14783229,3862
5,6,5,2,5,3,2,-1.3284718,-1.032724,7412
6,2,3,5,6,1,2,-0.0075525404,-1.327688,11448
6,1,5,5,3,1,2,-0.7838823,1.1795052,8112
4,1,5,5,3,1,2,-0.83023036,0.5895775,3856
6,2,5,3,5,1,2,0.4443409,-0.22157328,6353
3,4,6,2,6,1,2,0.34005782,0.5895775,4165
2,4,5,3,6,1,2,-0.8534044,0.66331846,5209
3,6,5,1,6,1,2,-0.41309792,0.51583654,5817
4,6,5,3,6,1,2,-0.8418174,-0.29531422,5843
6,6,3,2,6,1,1,0.17783964,0.1471316,53152
4,4,3,2,3,1,2,-0.06548759,1.2532463,3397
4,3,5,2,3,1,2,-0.36674988,-1.5489109,6443
6,2,3,2,1,1,1,-0.6564252,0.2208726,45600
3,4,5,5,1,3,2,-1.4327549,0.2208726,2393
2,2,3,1,6,1,1,-0.93451345,0.7370594,45185
6,1,3,3,6,3,1,-1.3168848,0.2208726,32923
6,1,5,2,3,1,1,-0.2972278,0.36835456,70588
3,6,1,2,3,1,2,0.29370975,1.4007282,7332
4,2,6,1,3,1,2,-1.1314926,0.8108004,3247
2,3,1,3,3,1,1,1.8231953,0.1471316,37594
4,2,5,5,1,1,2,-0.7491213,0.07339064,5042
4,6,3,5,1,3,2,-1.3864068,1.4007282,2738
6,1,5,3,5,1,1,0.21260066,-1.106465,51817
6,4,1,5,6,1,1,0.10831757,-0.8852421,56702
2,3,4,5,6,1,2,-0.2856408,0.7370594,17437
6,4,6,2,6,1,2,0.3284708,1.6956921,6341
6,2,4,2,3,1,2,-0.30881482,-0.3690552,6966
6,1,4,5,3,2,2,-0.2508798,0.5895775,9522
2,6,5,2,1,1,2,-1.1083187,0.2208726,3177
6,2,6,6,5,1,1,0.3168838,-0.8852421,68705
6,1,6,6,5,1,1,0.30529678,-0.074091315,61404
6,6,2,5,6,1,1,-0.54055506,1.0320233,61933
6,4,1,2,6,1,2,0.18942665,-0.66401917,6776
6,1,2,1,3,2,1,2.6342862,-0.14783229,67842
6,1,4,3,5,1,2,0.50227594,-0.22157328,6448
6,1,3,2,6,1,2,0.37481883,-1.5489109,9904
6,6,5,5,3,1,2,-0.6332512,-1.6963929,12557
4,4,6,6,5,1,2,-0.34357587,-1.180206,10963
4,5,6,6,2,1,2,-0.52896804,-0.22157328,4912
6,1,5,3,5,1,1,0.34005782,0.29461357,51817
5,3,2,2,6,1,2,0.2473617,0.8845414,5107
4,2,5,3,4,1,2,-0.552142,1.6956921,3219
6,1,5,6,3,1,1,0.96575636,-1.180206,51817
4,1,6,5,1,1,2,-0.8881654,-0.22157328,5178
4,4,2,2,5,1,2,-0.9692745,0.1471316,3194
6,5,3,3,4,1,1,-0.6795992,0.5895775,53743
2,1,3,2,5,3,2,-1.3168848,-1.6963929,7489
6,3,2,6,5,1,1,-0.0075525404,-1.6226518,68856
2,4,2,2,3,1,2,0.20101365,-1.6226518,17893
2,3,6,2,6,1,2,0.1430786,-0.29531422,6756
1,3,4,3,2,1,2,0.2357747,1.5482101,2050
6,6,1,5,3,1,1,-0.52896804,-0.59027815,66928
6,4,3,5,1,1,2,-0.86499137,1.1057643,5892
6,4,3,6,1,1,2,0.39799288,1.1795052,5892
5,5,3,2,5,3,2,-1.3284718,-1.7701339,6488
2,6,3,3,5,1,1,0.52545,0.44209555,53152
6,4,5,6,3,1,1,1.4987589,1.1057643,53499
6,4,6,3,6,1,2,-0.9808615,0.5895775,4416
2,4,3,6,6,1,1,1.3828889,0.8845414,39499
6,3,1,1,6,1,1,-0.517381,1.6219511,42457
1,1,3,2,6,1,2,0.29370975,-1.6226518,9799
1,3,1,5,1,3,2,-1.3052977,-0.59027815,4499
6,1,2,3,5,1,2,0.39799288,0.95828235,6161
3,4,5,5,1,3,2,-1.4327549,-0.29531422,2612
6,4,1,2,6,1,2,0.50227594,0.8108004,7196
6,1,4,3,5,1,1,0.50227594,0.51583654,56588
2,5,4,1,5,1,2,0.9773434,1.6219511,4489
2,3,6,3,5,1,2,0.50227594,0.29461357,4170
6,1,3,2,1,1,1,-0.86499137,1.6219511,54841
6,3,4,3,2,1,2,-0.030726561,1.1795052,5772
5,6,2,5,3,1,2,-0.7491213,-0.7377601,11861
4,6,2,1,3,1,2,-0.8418174,1.6219511,1890
2,2,3,1,3,1,2,2.1708057,1.1795052,7563
3,1,4,6,5,1,2,-0.088661626,-0.4427962,4337
2,3,6,5,6,1,1,0.49068895,0.8108004,41113
2,6,2,3,5,1,2,0.3516448,-1.8438748,10703
6,4,2,6,5,1,1,-0.13500966,-0.7377601,41314
2,6,3,5,6,1,2,-0.2508798,-1.253947,17283
2,3,4,5,6,1,1,0.050382517,-0.074091315,39321
6,5,6,3,1,1,2,0.7803642,1.3269873,6067
5,5,2,2,2,1,2,1.8811303,-1.106465,6488
6,1,2,3,5,1,1,0.64132005,-0.59027815,49992
6,5,2,5,3,1,2,-0.8534044,0.8108004,6009
2,2,3,1,3,1,2,2.1708057,0.8845414,7563
6,5,3,3,5,1,2,0.3168838,-1.032724,14364
6,5,1,6,6,1,2,1.6841512,-0.5165372,6841
6,3,1,3,5,1,1,0.6644941,0.29461357,57017
6,6,1,5,5,3,2,-1.467516,0.51583654,2074
2,5,6,1,3,1,1,2.54159,-0.4427962,50271
3,4,6,2,3,1,2,0.050382517,0.2208726,4165
2,6,2,6,1,1,1,0.40957987,0.7370594,49613
2,1,2,1,2,1,2,0.629733,0.29461357,3184
4,1,6,5,1,1,2,-0.8881654,-1.6963929,7005
4,1,4,3,6,1,2,-1.1314926,-0.22157328,2767
6,6,5,3,5,1,1,0.22418769,0.8108004,64285
6,4,5,3,5,1,1,0.37481883,-1.5489109,51819
6,6,4,3,3,1,2,1.2554318,0.1471316,4099
5,2,3,2,6,1,2,0.39799288,1.4744692,5100
2,3,6,2,6,1,2,0.40957987,0.51583654,5178
6,6,1,2,2,3,1,-1.4443419,0.07339064,20684
4,6,5,3,4,1,2,-0.72594726,1.3269873,2835
2,6,5,3,5,1,1,0.2473617,1.6219511,49725
2,5,6,6,6,1,2,2.0433486,-0.29531422,6786
4,2,5,3,4,1,2,-0.71436024,-0.4427962,5042
1,3,6,3,2,1,2,0.0040344708,0.51583654,2409
4,2,3,5,1,1,2,-0.8881654,-0.3690552,7461
6,1,6,2,6,1,2,-0.01913955,1.6219511,7212
6,1,6,2,6,1,2,0.2473617,-0.7377601,6568
2,1,4,5,6,1,1,0.13149159,-1.6226518,56476
6,3,4,2,6,1,1,0.16625263,-1.180206,53937
4,3,1,3,6,3,2,-1.2937107,-0.95898306,7425
3,4,6,1,6,1,2,-0.62166417,-1.106465,4452
6,1,5,2,3,2,2,-0.2856408,0.8108004,7421
6,6,1,6,5,1,2,-0.32040182,1.0320233,6450
2,5,3,3,5,1,2,0.7340162,0.7370594,5810
2,3,2,3,2,1,1,0.015621481,1.2532463,45257
4,6,1,1,3,1,2,-0.9692745,0.2208726,5103
4,1,3,2,1,1,2,-0.7607083,0.8108004,5958
5,5,2,6,6,3,2,-1.3864068,0.51583654,2966
2,1,3,5,1,3,2,-1.3400588,0.2208726,4071
6,2,1,6,3,1,2,1.2554318,-1.6226518,11650
3,5,3,2,6,1,2,0.2589487,-0.66401917,6294
6,2,3,5,6,1,1,0.1430786,0.51583654,65872
6,2,3,1,4,1,2,0.027208494,1.1057643,4971
1,5,3,3,5,2,2,0.10831757,1.5482101,3014
6,5,6,2,1,1,1,-0.9461005,0.8845414,62591
5,5,6,6,2,1,2,-0.20453173,-1.7701339,20875
1,3,1,1,4,2,2,-0.088661626,-0.8852421,9736
5,3,1,5,3,1,2,-0.7838823,1.5482101,9508
6,2,5,2,3,1,2,0.09673056,-1.327688,12408
6,6,2,6,6,3,1,-1.4095808,0.07339064,23898
2,1,4,3,6,1,1,-0.83023036,-1.5489109,56476
6,3,1,5,3,1,1,-0.34357587,1.2532463,49177
6,1,5,5,3,1,2,-0.11183564,1.1795052,6271
6,6,4,5,3,1,1,-0.37833688,-0.95898306,58125
6,3,5,3,5,1,1,0.6529071,0.29461357,61049
6,6,2,6,3,1,1,1.0005174,0.7370594,61933
1,4,1,2,3,1,2,-0.35516286,0.51583654,2623
4,3,6,5,5,3,2,-1.3748199,-0.8115011,3001
6,4,6,2,5,1,2,1.7189121,-0.95898306,9178
6,1,3,6,5,1,2,-0.030726561,0.8845414,5421
6,4,1,1,6,2,2,-0.3899239,0.8845414,6427
2,4,1,1,6,1,2,-0.41309792,-1.7701339,9493
6,3,6,2,5,3,2,-1.3864068,1.1057643,3100
6,5,1,5,6,1,1,0.027208494,1.2532463,60978
2,5,6,6,5,1,1,0.20101365,-0.59027815,50271
3,3,4,2,1,1,2,-0.33198884,1.1795052,5793
6,4,5,1,5,1,2,1.1048005,-0.95898306,11854
6,5,6,1,6,1,1,-0.6564252,0.95828235,51167
2,1,6,6,3,1,1,1.2206707,-0.4427962,54684
4,5,6,1,6,1,2,-0.37833688,-1.327688,7959
3,2,3,1,4,1,2,0.0040344708,-0.14783229,4827
6,1,2,2,6,1,1,0.3516448,-0.00035033678,60396
2,3,6,2,1,1,2,-0.2972278,-0.95898306,11900
6,2,4,6,5,1,1,0.050382517,-1.253947,51457
6,3,4,6,2,1,1,-0.30881482,-0.8115011,51697
5,2,3,6,5,1,2,-0.06548759,-0.95898306,7352
2,4,3,6,1,1,2,0.560211,-1.106465,11488
1,3,4,6,5,1,2,-0.030726561,0.36835456,2050
6,3,1,1,3,1,2,-1.0156225,0.51583654,4496
6,5,3,6,5,1,1,-0.030726561,0.7370594,61583
6,2,5,5,3,1,2,-0.54055506,0.8845414,9026
6,6,3,1,3,3,1,-1.3864068,1.3269873,34460
6,2,3,2,1,1,2,-0.6564252,0.07339064,5206
3,6,3,1,1,3,2,-1.4095808,0.2208726,2339
4,1,3,5,1,1,2,-0.7722953,0.1471316,5134
6,5,1,5,3,2,2,-0.7491213,1.5482101,8111
2,2,3,3,3,3,2,-1.3052977,0.29461357,3006
6,4,5,5,5,1,1,1.3944758,-0.074091315,51819
4,5,6,5,1,3,2,-1.2589498,-1.327688,7959
6,6,4,1,3,1,2,-0.6564252,0.66331846,4099
2,6,4,6,6,3,2,-1.5138639,-0.22157328,2111
6,5,6,6,5,1,2,0.3516448,-0.00035033678,6067
1,1,2,1,1,3,2,-1.560212,0.5895775,1603
5,2,5,3,6,3,2,-1.3632329,0.8108004,2673
6,1,6,3,2,1,1,0.2589487,0.36835456,67004
